Catalog ID,University,Program,Country,City,Degree level,Category,Intake,Language,Deadline,Program website,QS Ranking
tmm-2021-1005301-06e-b0ddbbbc,Université PSL,Philosophie — M1 & M2 Philosophie du langage et de l’esprit,France,PARIS,Master’s,Other,Fall,,,https://www.psl.eu/formation/master-philosophie,34
tmm-2021-1005301-03b-096abaf9,Université PSL,Philosophie — M1 & M2 Philosophie sociale et politique,France,PARIS,Master’s,Other,Fall,,,https://www.psl.eu/formation/master-philosophie,34
tmm-2020-1005301-02a-bba54cbf,Université PSL,Philosophie — Philosophie contemporaine,France,PARIS,Master’s,Other,Fall,,,https://www.psl.eu/formation/master-philosophie,34
tmm-2020-1005301-04c-ae4f705d,Université PSL,"Philosophie — Philosophie de la connaissance, histoire et philosophie des sciences",France,PARIS,Master’s,Other,Fall,,,https://www.psl.eu/formation/master-philosophie,34
tmm-2019-1005301-05d-cbf623cf,Université PSL,Philosophie — Philosophie des religions,France,PARIS,Master’s,Other,Fall,,,https://www.psl.eu/formation/master-philosophie,34
tmm-2019-1005301-06e-57635853,Université PSL,Philosophie — Philosophie du langage et de l’esprit,France,PARIS,Master’s,Other,Fall,,,https://www.psl.eu/formation/master-philosophie,34
tmm-2020-1005301-03b-a0591cb0,Université PSL,Philosophie — Philosophie sociale et politique,France,PARIS,Master’s,Other,Fall,,,https://www.psl.eu/formation/master-philosophie,34
tmm-2020-1900127-01v-d97eb5f1,Université PSL,Physique,France,PARIS,Master’s,Other,Fall,,,https://www.psl.eu/formation/master-physique,34
tmm-2021-1900127-01v-69fd0226,Université PSL,Physique — M1 International Centre for Fundamental Physics (ICFP),France,PARIS,Master’s,Science & Mathematics,Fall,,,https://www.psl.eu/formation/master-physique,34
tmm-2021-1900127-02w-a8dd1fe9,Université PSL,Physique — M2 ICFP Condensed matter physics,France,PARIS,Master’s,Science & Mathematics,Fall,,,https://www.psl.eu/formation/master-physique,34
tmm-2021-1900127-04y-dddfec3e,Université PSL,Physique — M2 ICFP Quantum physics,France,PARIS,Master’s,Science & Mathematics,Fall,,,https://www.psl.eu/formation/master-physique,34
tmm-2021-1900127-03x-98edb08a,Université PSL,Physique — M2 ICFP Soft matter and biological physics,France,PARIS,Master’s,Science & Mathematics,Fall,,,https://www.psl.eu/formation/master-physique,34
tmm-2021-1900127-05z-5c254118,Université PSL,Physique — M2 ICFP Theorical Physics,France,PARIS,Master’s,Science & Mathematics,Fall,,,https://www.psl.eu/formation/master-physique,34
tmm-2019-1900127-02w-8c623851,Université PSL,Physique — Physique de la matière condensée,France,PARIS,Master’s,Other,Fall,,,https://www.psl.eu/formation/master-physique,34
tmm-2019-1900127-04y-625f1447,Université PSL,Physique — Physique quantique : de l’atome à l’état solide,France,PARIS,Master’s,Other,Fall,,,https://www.psl.eu/formation/master-physique,34
tmm-2019-1900127-05z-0953b911,Université PSL,Physique — Physique théorique,France,PARIS,Master’s,Other,Fall,,,https://www.psl.eu/formation/master-physique,34
tmm-2020-1900127-03x-6347ae0b,Université PSL,Physique — Soft matter and biological physics,France,PARIS,Master’s,Science & Mathematics,Fall,,,https://www.psl.eu/formation/master-physique,34
tmm-2019-1900118d-8a661924,Université PSL,Politiques publiques,France,PARIS,Master’s,Other,Fall,,,https://www.dauphine.psl.eu/fr/formations-et-diplomes/masters/politiques-publiques.html,34
tmm-2020-1900118-01s-8a661924,Université PSL,Politiques publiques,France,PARIS,Master’s,Other,Fall,,,https://dauphine.psl.eu/formations/masters/politiques-publiques,34
tmm-2020-1900118-02t-4ea2726b,Université PSL,Politiques publiques — Carrières publiques et grands concours,France,PARIS,Master’s,Other,Fall,,,https://dauphine.psl.eu/formations/masters/politiques-publiques,34
tmm-2021-1900118-01s-0de4e8ff,Université PSL,Politiques publiques — M1 Politiques publiques,France,PARIS,Master’s,Other,Fall,,,https://dauphine.psl.eu/formations/masters/politiques-publiques,34
tmm-2021-1900118-02t-586bc06e,Université PSL,Politiques publiques — M2 Carrières publiques et grands concours,France,PARIS,Master’s,Other,Fall,,,https://dauphine.psl.eu/formations/masters/politiques-publiques,34
tmm-2021-1900118-03u-1dca38ae,Université PSL,Politiques publiques — M2 Politiques d'entreprises et responsabilités sociales,France,PARIS,Master’s,Other,Fall,,,https://dauphine.psl.eu/formations/masters/politiques-publiques,34
tmm-2021-1900118-05w-2b99ffa3,Université PSL,Politiques publiques — M2 Politiques publiques et opinion,France,PARIS,Master’s,Other,Fall,,,https://dauphine.psl.eu/formations/masters/politiques-publiques,34
tmm-2021-1900118-04v-6accc923,Université PSL,Politiques publiques — M2 Politiques urbaines et gouvernance des territoires,France,PARIS,Master’s,Other,Fall,,,https://dauphine.psl.eu/formations/masters/politiques-publiques,34
tmm-2020-1900118-03u-40cfe0cb,Université PSL,Politiques publiques — Politiques d'entreprises et responsabilités sociales,France,PARIS,Master’s,Other,Fall,,,https://dauphine.psl.eu/formations/masters/politiques-publiques,34
tmm-2020-1900118-05w-4fdc1bfc,Université PSL,Politiques publiques — Politiques publiques et opinion,France,PARIS,Master’s,Other,Fall,,,https://dauphine.psl.eu/formations/masters/politiques-publiques,34
tmm-2020-1900118-04v-26641c52,Université PSL,Politiques publiques — Politiques urbaines et gouvernance des territoires,France,PARIS,Master’s,Other,Fall,,,https://dauphine.psl.eu/formations/masters/politiques-publiques,34
tmm-2019-1900182y-021c573b,Université PSL,Sciences cognitives,France,PARIS,Master’s,Other,Fall,,,https://www.psl.eu/formation/master-sciences-cognitives-cogmaster,34
tmm-2020-1604923-01d-630c5bf4,Université PSL,Sciences de l'univers et technologies spatiales — Astrophysique,France,PARIS,Master’s,Other,Fall,,,https://www.psl.eu/formation/master-sciences-de-l-univers-et-technologies-spatiales,34
tmm-2020-1604923-02e-02501f13,Université PSL,Sciences de l'univers et technologies spatiales — Dynamique des Systèmes Gravitationnels (DSG),France,PARIS,Master’s,Other,Fall,,,https://www.psl.eu/formation/master-sciences-de-l-univers-et-technologies-spatiales,34
tmm-2021-1604923-01d-5cdda237,Université PSL,Sciences de l'univers et technologies spatiales — M1 Sciences de l'univers et technologies spatiales,France,PARIS,Master’s,Other,Fall,,,https://www.psl.eu/formation/master-sciences-de-l-univers-et-technologies-spatiales,34
tmm-2021-1604923-05h-6b25fd0e,Université PSL,Sciences de l'univers et technologies spatiales — M2 Astrophysique (APHI),France,PARIS,Master’s,Other,Fall,,,https://www.psl.eu/formation/master-sciences-de-l-univers-et-technologies-spatiales,34
tmm-2021-1604923-02e-d35f7148,Université PSL,Sciences de l'univers et technologies spatiales — M2 Dynamique des Systèmes Gravitationnels (DSG),France,PARIS,Master’s,Other,Fall,,,https://www.psl.eu/formation/master-sciences-de-l-univers-et-technologies-spatiales,34
tmm-2021-1604923-03f-9308f1e7,Université PSL,Sciences de l'univers et technologies spatiales — M2 Outils et Systèmes de l'Astronomie et de l'Espace (OSAE),France,PARIS,Master’s,Other,Fall,,,https://www.psl.eu/formation/master-sciences-de-l-univers-et-technologies-spatiales,34
tmm-2021-1604923-04g-5b63119b,Université PSL,Sciences de l'univers et technologies spatiales — M2 Planétologie et Exploration Spatiale (PES),France,PARIS,Master’s,Other,Fall,,,https://www.psl.eu/formation/master-sciences-de-l-univers-et-technologies-spatiales,34
tmm-2020-1604923-03f-78813e49,Université PSL,Sciences de l'univers et technologies spatiales — Outils et Systèmes de l'Astronomie et de l'Espace,France,PARIS,Master’s,Other,Fall,,,https://www.psl.eu/formation/master-sciences-de-l-univers-et-technologies-spatiales,34
tmm-2019-1604923-04g-d6c78064,Université PSL,Sciences de l'univers et technologies spatiales — Planétologie et Exploration Spatiale (PES),France,PARIS,Master’s,Other,Fall,,,https://www.psl.eu/formation/master-sciences-de-l-univers-et-technologies-spatiales,34
tmm-2019-1900150p-e4dd2d3e,Université PSL,"Sciences de la terre et des planètes, environnement",France,PARIS,Master’s,Other,Fall,,,https://www.psl.eu/formation/master-sciences-de-la-planete-0,34
tmm-2019-1900161-07x-5d7ab2be,Université PSL,Sciences des religions et sociétés — Histoire et historiographie des mondes juifs,France,PARIS,Master’s,Other,Fall,,,https://www.psl.eu/formation/master-sciences-des-religions-et-societe-srs,34
tmm-2019-1900161-08y-b671bd88,Université PSL,Sciences des religions et sociétés — L'islam dans ses contextes historiques et contemporains,France,PARIS,Master’s,Other,Fall,,,https://www.psl.eu/formation/master-sciences-des-religions-et-societe-srs,34
tmm-2021-1900161-07x-821fa30f,Université PSL,Sciences des religions et sociétés — M1 & M2 Histoire et historiographie des mondes juifs,France,PARIS,Master’s,Other,Fall,,,https://www.psl.eu/formation/master-sciences-des-religions-et-societe-srs,34
tmm-2021-1900161-08y-22f5ccef,Université PSL,Sciences des religions et sociétés — M1 & M2 L'islam dans ses contextes historiques et contemporains,France,PARIS,Master’s,Other,Fall,,,https://www.psl.eu/formation/master-sciences-des-religions-et-societe-srs,34
tmm-2021-1900161-05v-d499732f,Université PSL,Sciences des religions et sociétés — M1 & M2 Religion et laïcité dans la vie professionnelle et associative,France,PARIS,Master’s,Other,Fall,,,https://www.psl.eu/formation/master-sciences-des-religions-et-societe-srs,34
tmm-2021-1900161-06w-fa60a313,Université PSL,Sciences des religions et sociétés — M1 & M2 Sciences sociales des religions,France,PARIS,Master’s,Other,Fall,,,https://www.psl.eu/formation/master-sciences-des-religions-et-societe-srs,34
tmm-2019-1900161-05v-30a9b88e,Université PSL,Sciences des religions et sociétés — Religion et laïcité dans la vie professionnelle et associative,France,PARIS,Master’s,Other,Fall,,,https://www.psl.eu/formation/master-sciences-des-religions-et-societe-srs,34
tmm-2019-1900161-06w-3c024d04,Université PSL,Sciences des religions et sociétés — Sciences sociales des religions,France,PARIS,Master’s,Other,Fall,,,https://www.psl.eu/formation/master-sciences-des-religions-et-societe-srs,34
tmm-2020-1603471-07j-5a7c33c1,Université PSL,Sciences du vivant — IMaGHE / Biodiversité et Environnement,France,PARIS,Master’s,Other,Fall,,,https://www.univ-psl.fr/fr/master-sciences-du-vivant,34
tmm-2019-1603471-06h-bc54c503,Université PSL,Sciences du vivant — IMaGHE / Physiopathologie intégrative,France,PARIS,Master’s,Other,Fall,,,https://www.univ-psl.fr/fr/master-sciences-du-vivant,34
tmm-2019-1603471-05g-a393bfac,Université PSL,Sciences du vivant — IMALIS,France,PARIS,Master’s,Other,Fall,,,https://www.univ-psl.fr/fr/master-sciences-du-vivant,34
tmm-2020-1603471-01c-3363c6fa,Université PSL,"Sciences du vivant — IMaLiS / Biologie des systèmes, génomique et bioinformatique",France,PARIS,Master’s,Other,Fall,,,https://www.univ-psl.fr/fr/master-sciences-du-vivant,34
tmm-2019-1603471-04f-5c035b1b,Université PSL,Sciences du vivant — IMaLiS / Biologie fondamentale pour la santé,France,PARIS,Master’s,Other,Fall,,,https://www.univ-psl.fr/fr/master-sciences-du-vivant,34
tmm-2019-1603471-03e-c615d29c,Université PSL,Sciences du vivant — IMaLiS / Ecologie et évolution,France,PARIS,Master’s,Other,Fall,,,https://www.univ-psl.fr/fr/master-sciences-du-vivant,34
tmm-2019-1603471-02d-185f66b9,Université PSL,Sciences du vivant — IMaLiS / Neurosciences,France,PARIS,Master’s,Other,Fall,,,https://www.univ-psl.fr/fr/master-sciences-du-vivant,34
tmm-2021-1603471-07j-47871604,Université PSL,Sciences du vivant — M1 & M2 IMaGHE / Biodiversité et Environnement,France,PARIS,Master’s,Other,Fall,,,https://psl.eu/formation/master-sciences-du-vivant,34
tmm-2021-1603471-06h-90a50924,Université PSL,Sciences du vivant — M1 & M2 IMaGHE / Physiopathologie intégrative,France,PARIS,Master’s,Other,Fall,,,https://psl.eu/formation/master-sciences-du-vivant,34
tmm-2021-1603471-05g-c9cb765c,Université PSL,Sciences du vivant — M1 IMALIS,France,PARIS,Master’s,Other,Fall,,,https://psl.eu/formation/master-sciences-du-vivant,34
tmm-2021-1603471-01c-94a0a9dd,Université PSL,"Sciences du vivant — M2 IMaLiS / Biologie des systèmes, génomique et bioinformatique",France,PARIS,Master’s,Other,Fall,,,https://psl.eu/formation/master-sciences-du-vivant,34
tmm-2021-1603471-04f-6e70e6c4,Université PSL,Sciences du vivant — M2 IMaLiS / Biologie fondamentale pour la santé,France,PARIS,Master’s,Other,Fall,,,https://psl.eu/formation/master-sciences-du-vivant,34
tmm-2021-1603471-03e-d0008b27,Université PSL,Sciences du vivant — M2 IMaLiS / Ecologie et évolution,France,PARIS,Master’s,Other,Fall,,,https://psl.eu/formation/master-sciences-du-vivant,34
tmm-2021-1603471-02d-cecb6ec6,Université PSL,Sciences du vivant — M2 IMaLiS / Neurosciences,France,PARIS,Master’s,Other,Fall,,,https://psl.eu/formation/master-sciences-du-vivant,34
tmm-2019-1801116-01e-3b66f1d4,Université PSL,"Sciences économiques et sociales — Institutions, économie et société (Research in socio-economics)",France,PARIS,Master’s,Business & Management,Fall,,,https://www.dauphine.psl.eu/fr/formations-et-diplomes/masters/sciences-economiques-et-sociales.html,34
tmm-2021-1801116-05j-3db4222f,Université PSL,Sciences économiques et sociales — M1 Sciences économiques et sociales,France,PARIS,Master’s,Other,Fall,,,https://psl.eu/formation/master-institutions-organisations-economie-et-societe,34
tmm-2021-1801116-06k-9bccb057,Université PSL,"Sciences économiques et sociales — M2 Institutions, économie et société (Research in socio-economics)",France,PARIS,Master’s,Business & Management,Fall,,,https://psl.eu/formation/master-institutions-organisations-economie-et-societe,34
tmm-2020-1604735-01u-cd91a591,Université PSL,Sciences et génie des matériaux,France,PARIS,Master’s,Other,Fall,,,https://www.psl.eu/formation/master-sciences-et-genie-des-materiaux,34
tmm-2021-1604735-01u-8a5a93bb,Université PSL,Sciences et génie des matériaux — M1 Sciences et génie des matériaux,France,PARIS,Master’s,Other,Fall,,,https://www.psl.eu/formation/master-sciences-et-genie-des-materiaux,34
tmm-2021-1604735-02v-10991770,Université PSL,Sciences et génie des matériaux — M2 Matériaux d'avenir : design et ingénierie (MADI),France,PARIS,Master’s,Design & Creative Arts,Fall,,,https://www.psl.eu/formation/master-sciences-et-genie-des-materiaux,34
tmm-2021-1604735-03w-92261ce9,Université PSL,Sciences et génie des matériaux — M2 Mécanique des matériaux pour l’ingénierie et l’intégrité des structures (MAGIS),France,PARIS,Master’s,Other,Fall,,,https://www.psl.eu/formation/master-sciences-et-genie-des-materiaux,34
tmm-2021-1604735-04x-e18e15fc,Université PSL,Sciences et génie des matériaux — M2 Microfluidique,France,PARIS,Master’s,Other,Fall,,,https://www.psl.eu/formation/master-sciences-et-genie-des-materiaux,34
tmm-2020-1604735-02v-cbc0c8bf,Université PSL,Sciences et génie des matériaux — Matériaux d'avenir : design et ingénierie (MADI),France,PARIS,Master’s,Design & Creative Arts,Fall,,,https://www.psl.eu/formation/master-sciences-et-genie-des-materiaux,34
tmm-2019-1604735-03w-3dff00bc,Université PSL,Sciences et génie des matériaux — Mécanique des matériaux pour l’ingénierie et l’intégrité des structures (MAGIS),France,PARIS,Master’s,Other,Fall,,,https://www.psl.eu/formation/master-sciences-et-genie-des-materiaux,34
tmm-2020-1604735-04x-048363c7,Université PSL,Sciences et génie des matériaux — Microfluidique,France,PARIS,Master’s,Other,Fall,,,https://www.psl.eu/formation/master-sciences-et-genie-des-materiaux,34
tmm-2021-1900125-03e-e3740e14,Université PSL,Sciences sociales — M1 & M2 Pratiques de l'interdisciplinarité dans les sciences sociales (PDI),France,PARIS,Master’s,Other,Fall,,,https://www.psl.eu/formation/master-sciences-sociales,34
